Timestamp,Elapsed_Seconds,RSS_KB,VSZ_KB,CPU%,RSS_MB,VSZ_MB
1760618330,130,65691952,138446928,363,64152.30,135202.08
1760618331,131,65673796,139102288,361,64134.57,135842.08
1760618334,134,65616760,139757648,358,64078.87,136482.08
1760618335,135,65580048,139757648,355,64043.02,136482.08
1760618336,136,65547832,139757648,353,64011.55,136482.08
1760618338,138,65533288,140413008,350,63997.35,137122.08
1760618340,140,65535380,140413008,348,63999.39,137122.08
1760618341,141,65549832,140413008,347,64013.51,137122.08
1760618342,142,65558296,141068368,346,64021.77,137762.08
1760618343,143,65603200,143034448,342,64065.62,139682.08
1760618344,144,65615456,143034448,341,64077.59,139682.08
1760618345,145,65628292,143689808,342,64090.13,140322.08
1760618346,146,65640548,145000528,341,64102.10,141602.08
1760618347,147,65648984,145655888,340,64110.34,142242.08
1760618347,147,65650524,145655888,338,64111.84,142242.08
1760618348,148,65653076,145655888,337,64114.33,142242.08
1760618349,149,65659240,146442320,338,64120.35,143010.08
1760618350,150,65657008,146442320,336,64118.17,143010.08
1760618351,151,65660340,147097680,336,64121.43,143650.08
1760618351,151,65666128,147884112,335,64127.08,144418.08
1760618352,152,65667500,148670544,334,64128.42,145186.08
1760618353,153,65663416,149456976,335,64124.43,145954.08
1760618354,154,65664020,149456976,334,64125.02,145954.08
1760618354,154,65665392,150243408,333,64126.36,146722.08
1760618355,155,65667464,151029840,334,64128.38,147490.08
1760618356,156,65669668,151816272,333,64130.54,148258.08
1760618356,156,65269712,151794564,332,63739.95,148236.88
1760618357,157,64443364,151722844,332,62932.97,148166.84
1760618357,157,62407472,151665468,330,60944.80,148110.81
1760618358,158,59313620,151629608,330,57923.46,148075.79
1760618358,158,57435908,151579404,328,56089.75,148026.76
1760618359,159,54431460,151543544,328,53155.72,147991.74
1760618359,159,51186992,151507684,327,49987.30,147956.72
1760618360,160,48673952,151471824,325,47533.16,147921.70
1760618361,161,44897892,151443136,325,43845.60,147893.69
1760618361,161,41568396,151407276,323,40594.14,147858.67
1760618362,162,37479924,151364244,323,36601.49,147816.64
1760618362,162,30984100,151335556,322,30257.91,147788.63
1760618363,163,25059940,151299696,322,24472.60,147753.61
1760618363,163,20727980,151299696,320,20242.17,147753.61
1760618364,164,17614048,151299696,321,17201.22,147753.61
1760618364,164,12396412,151299696,319,12105.87,147753.61
1760618365,165,8155700,151299696,317,7964.55,147753.61
1760618366,166,3175512,151299696,318,3101.09,147753.61
1760618366,166,228156,150746036,316,222.81,147212.93
