Timestamp,Elapsed_Seconds,RSS_KB,VSZ_KB,CPU%,RSS_MB,VSZ_MB
1760618598,0,9164,50140,0.0,8.95,48.96
1760618598,0,117744,1697048,187,114.98,1657.27
1760618599,1,136220,5578520,415,133.03,5447.77
1760618599,1,168252,5603096,319,164.31,5471.77
1760618600,2,214972,5653272,422,209.93,5520.77
1760618600,2,227864,5663512,337,222.52,5530.77
1760618601,3,242424,5688088,294,236.74,5554.77
1760618602,4,260296,5702424,336,254.20,5568.77
1760618602,4,273480,5718808,301,267.07,5584.77
1760618603,5,291492,5718808,334,284.66,5584.77
1760618603,5,305516,5753624,306,298.36,5618.77
1760618604,6,322972,5778200,334,315.40,5642.77
1760618604,6,339804,5778200,309,331.84,5642.77
1760618605,7,341868,5778200,324,333.86,5642.77
1760618605,7,345180,5778200,298,337.09,5642.77
1760618606,8,349556,5794584,311,341.36,5658.77
1760618606,8,356360,5794584,289,348.01,5658.77
1760618607,9,361136,5794584,271,352.67,5658.77
1760618608,10,365880,5794584,282,357.30,5658.77
1760618608,10,370048,5829400,266,361.38,5692.77
1760618609,11,374948,5829400,276,366.16,5692.77
1760618609,11,380672,5829400,262,371.75,5692.77
1760618610,12,386364,5829400,271,377.31,5692.77
1760618610,12,390572,5829400,259,381.42,5692.77
1760618611,13,395080,5853976,267,385.82,5716.77
1760618611,13,399492,5853976,256,390.13,5716.77
1760618612,14,407108,5853976,264,397.57,5716.77
1760618613,15,412156,5853976,254,402.50,5716.77
1760618613,15,419416,5853976,245,409.59,5716.77
1760618614,16,425568,5882780,251,415.59,5744.90
1760618614,16,431924,5882780,243,421.80,5744.90
1760618615,17,441604,5882780,250,431.25,5744.90
1760618615,17,451700,5899164,242,441.11,5760.90
1760618616,18,460912,5931932,248,450.11,5792.90
1760618616,18,470952,5931932,241,459.91,5792.90
1760618617,19,472932,5931932,244,461.85,5792.90
1760618617,19,473980,5931932,234,462.87,5792.90
1760618618,20,475028,5931932,226,463.89,5792.90
1760618619,21,475772,5931932,228,464.62,5792.90
1760618619,21,476944,5931932,220,465.77,5792.90
1760618620,22,477736,5931932,223,466.54,5792.90
1760618620,22,478848,5931932,215,467.62,5792.90
1760618621,23,479940,5931932,218,468.69,5792.90
1760618621,23,480868,5931932,211,469.60,5792.90
1760618622,24,481704,5931932,213,470.41,5792.90
1760618622,24,482420,5931932,207,471.11,5792.90
1760618623,25,482872,5931932,209,471.55,5792.90
1760618623,25,484012,5952412,203,472.67,5812.90
1760618624,26,485732,5952548,198,474.35,5813.04
1760618625,27,486924,5952548,200,475.51,5813.04
1760618625,27,487848,5952548,194,476.41,5813.04
1760618626,28,488776,5952548,196,477.32,5813.04
1760618626,28,489648,5952548,192,478.17,5813.04
1760618627,29,490400,5952548,193,478.91,5813.04
1760618627,29,491156,5952548,189,479.64,5813.04
1760618628,30,492180,5952548,191,480.64,5813.04
1760618628,30,493184,5952548,186,481.62,5813.04
1760618629,31,493976,5952548,188,482.40,5813.04
1760618630,32,495244,5952548,184,483.64,5813.04
1760618630,32,496548,5952548,180,484.91,5813.04
1760618631,33,498908,5952548,182,487.21,5813.04
1760618631,33,500796,5952548,178,489.06,5813.04
1760618632,34,502104,5952548,179,490.34,5813.04
1760618632,34,503352,5952548,176,491.55,5813.04
1760618633,35,504568,5977124,177,492.74,5837.04
1760618633,35,505400,5977124,174,493.55,5837.04
1760618634,36,506152,5977124,176,494.29,5837.04
1760618634,36,506744,5977124,172,494.87,5837.04
1760618635,37,507852,5977124,169,495.95,5837.04
1760618636,38,509244,5977124,171,497.31,5837.04
1760618636,38,511004,5977124,168,499.03,5837.04
1760618637,39,512772,5977124,169,500.75,5837.04
1760618637,39,513928,5977256,166,501.88,5837.16
1760618638,40,515292,5977256,168,503.21,5837.16
1760618638,40,517140,5977256,165,505.02,5837.16
1760618639,41,519896,5977256,166,507.71,5837.16
1760618639,41,522536,5977256,163,510.29,5837.16
1760618640,42,524568,5977256,165,512.27,5837.16
1760618641,43,525616,5977256,162,513.30,5837.16
1760618641,43,526852,5977256,160,514.50,5837.16
1760618642,44,527732,5977256,161,515.36,5837.16
1760618642,44,528632,5977392,159,516.24,5837.30
1760618643,45,529524,6006064,160,517.11,5865.30
1760618643,45,531300,6006204,158,518.85,5865.43
1760618644,46,533256,6006204,159,520.76,5865.43
1760618644,46,535148,6006204,157,522.61,5865.43
1760618645,47,537104,6006204,158,524.52,5865.43
1760618645,47,539060,6006204,156,526.43,5865.43
1760618646,48,540480,6006204,153,527.81,5865.43
1760618647,49,541868,6006204,155,529.17,5865.43
1760618647,49,543288,6006204,153,530.55,5865.43
1760618648,50,545016,6006204,154,532.24,5865.43
1760618648,50,548544,6006204,152,535.69,5865.43
1760618649,51,552104,6006204,153,539.16,5865.43
1760618649,51,555448,6006204,151,542.43,5865.43
1760618650,52,559016,6038972,152,545.91,5897.43
1760618650,52,561100,6038972,150,547.95,5897.43
1760618651,53,563944,6038972,151,550.73,5897.43
1760618651,53,566716,6038972,149,553.43,5897.43
1760618652,54,569052,6038972,148,555.71,5897.43
1760618653,55,570736,6038972,149,557.36,5897.43
1760618653,55,572848,6038972,147,559.42,5897.43
1760618654,56,575256,6038972,148,561.77,5897.43
1760618654,56,579348,6039104,146,565.77,5897.56
1760618655,57,584132,6039104,147,570.44,5897.56
1760618655,57,587600,6039104,146,573.83,5897.56
1760618656,58,590528,6039104,147,576.69,5897.56
