Timestamp,Elapsed_Seconds,RSS_KB,VSZ_KB,CPU%,RSS_MB,VSZ_MB
1760618563,30,492960,5981108,197,481.41,5840.93
1760618564,31,493784,5981108,193,482.21,5840.93
1760618565,32,494692,5981108,194,483.10,5840.93
1760618565,32,495520,5981108,190,483.91,5840.93
1760618566,33,496092,5981108,192,484.46,5840.93
1760618566,33,497000,5981108,188,485.35,5840.93
1760618567,34,497880,5981108,189,486.21,5840.93
1760618567,34,498592,5981108,185,486.91,5840.93
1760618568,35,499908,5981108,187,488.19,5840.93
1760618568,35,501264,5981108,183,489.52,5840.93
1760618569,36,503040,5981108,185,491.25,5840.93
1760618570,37,504900,5981108,181,493.07,5840.93
1760618570,37,506368,5981108,178,494.50,5840.93
1760618571,38,507616,5981108,179,495.72,5840.93
1760618571,38,508648,5981108,176,496.73,5840.93
1760618572,39,509584,6005684,177,497.64,5864.93
1760618572,39,510360,6005684,174,498.40,5864.93
1760618573,40,510808,6005684,176,498.84,5864.93
1760618573,40,511632,6005684,173,499.64,5864.93
1760618574,41,512528,6005684,174,500.52,5864.93
1760618574,41,513700,6005684,171,501.66,5864.93
1760618575,42,515428,6005684,168,503.35,5864.93
1760618576,43,517008,6005684,169,504.89,5864.93
1760618576,43,518260,6005684,167,506.11,5864.93
1760618577,44,519368,6005816,168,507.20,5865.05
1760618577,44,521028,6005816,166,508.82,5865.05
1760618578,45,523308,6005816,167,511.04,5865.05
1760618578,45,525852,6005816,164,513.53,5865.05
1760618579,46,527984,6005816,165,515.61,5865.05
1760618579,46,529448,6005816,163,517.04,5865.05
1760618580,47,530564,6005816,164,518.13,5865.05
1760618581,48,531528,6005816,162,519.07,5865.05
1760618581,48,532572,6005816,160,520.09,5865.05
1760618582,49,533344,6005964,161,520.84,5865.20
1760618582,49,533880,6005964,159,521.37,5865.20
1760618583,50,535668,6034636,160,523.11,5893.20
1760618583,50,537224,6034636,158,524.63,5893.20
1760618584,51,538992,6034636,159,526.36,5893.20
1760618584,51,540660,6034636,157,527.99,5893.20
1760618585,52,542612,6034636,158,529.89,5893.20
1760618585,52,544212,6034636,156,531.46,5893.20
1760618586,53,545488,6034636,154,532.70,5893.20
1760618587,54,546700,6034636,155,533.89,5893.20
1760618587,54,548196,6034768,153,535.35,5893.33
1760618588,55,549804,6034768,154,536.92,5893.33
1760618588,55,553044,6034768,152,540.08,5893.33
1760618589,56,556392,6034768,153,543.35,5893.33
1760618589,56,560036,6034768,152,546.91,5893.33
1760618590,57,563056,6067536,152,549.86,5925.33
1760618590,57,565192,6067536,151,551.95,5925.33
1760618591,58,567396,6067536,152,554.10,5925.33
1760618591,58,570312,6067536,150,556.95,5925.33
1760618592,59,572740,6067536,148,559.32,5925.33
1760618593,60,574496,6067536,149,561.03,5925.33
1760618593,60,576020,6067536,148,562.52,5925.33
1760618594,61,577928,6067536,149,564.38,5925.33
1760618594,61,580268,6067536,147,566.67,5925.33
1760618595,62,584344,6067668,148,570.65,5925.46
1760618595,62,588616,6067668,147,574.82,5925.46
1760618596,63,591940,6067668,147,578.07,5925.46
1760618596,63,594436,6067668,146,580.50,5925.46
1760618597,64,62036,5897460,148,60.58,5759.24
