Timestamp,Elapsed_Seconds,RSS_KB,VSZ_KB,CPU%,RSS_MB,VSZ_MB
1760617775,59,37091716,50086972,345,36222.38,48913.06
1760617775,59,37401300,50873404,341,36524.71,49681.06
1760617776,60,37716380,51463228,342,36832.40,50257.06
1760617776,60,38025088,51463228,338,37133.88,50257.06
1760617777,61,38349672,51463228,333,37450.85,50257.06
1760617778,62,38660972,51463228,335,37754.86,50257.06
1760617778,62,38980172,51463228,331,38066.57,50257.06
1760617779,63,39291116,51463228,332,38370.23,50257.06
1760617779,63,39605860,51463228,328,38677.60,50257.06
1760617780,64,39914720,51463228,329,38979.22,50257.06
1760617780,64,40230812,51463496,325,39287.90,50257.32
1760617781,65,40543224,51463496,327,39592.99,50257.32
1760617782,66,40972308,51692872,323,40012.02,50481.32
1760617782,66,41303856,51950920,320,40335.80,50733.32
1760617783,67,41614312,52180296,321,40638.98,50957.32
1760617783,67,41923300,52639048,317,40940.72,51405.32
1760617784,68,42234664,52868424,319,41244.79,51629.32
1760617784,68,42549076,54244680,315,41551.83,52973.32
1760617785,69,42862988,55620936,312,41858.39,54317.32
1760617786,70,43178472,56997192,313,42166.48,55661.32
1760617786,70,43492648,57685320,310,42473.29,56333.32
1760617787,71,43804904,57685320,311,42778.23,56333.32
1760617787,71,44138516,58373448,308,43104.02,57005.32
1760617788,72,44451400,59290952,309,43409.57,57901.32
1760617788,72,44764856,59290952,306,43715.68,57901.32
1760617789,73,45076952,59749704,307,44020.46,58349.32
1760617789,73,45394788,59749704,304,44330.85,58349.32
1760617790,74,45707580,59749704,301,44636.31,58349.32
1760617791,75,46022788,59749704,303,44944.13,58349.32
1760617791,75,46326444,59749704,300,45240.67,58349.32
1760617792,76,46630312,59749836,301,45537.41,58349.45
1760617792,76,46931816,59749836,298,45831.85,58349.45
1760617793,77,47242552,59749836,299,46135.30,58349.45
1760617793,77,47549940,59749836,297,46435.49,58349.45
1760617794,78,47856908,59749836,298,46735.26,58349.45
1760617794,78,48164364,59749836,295,47035.51,58349.45
1760617795,79,48471060,59749836,296,47335.02,58349.45
1760617795,79,48781424,59749972,293,47638.11,58349.58
1760617796,80,49089372,59750104,290,47938.84,58349.71
1760617797,81,49398564,60012248,291,48240.79,58605.71
1760617797,81,49718120,60274392,289,48552.85,58861.71
1760617798,82,50042532,60798680,290,48869.66,59373.71
1760617798,82,50395044,61060824,287,49213.91,59629.71
1760617799,83,50707908,63157976,288,49519.44,61677.71
1760617799,83,51024852,63682264,286,49828.96,62189.71
1760617800,84,51345868,65550040,283,50142.45,64013.71
1760617801,85,51663452,66336472,284,50452.59,64781.71
1760617801,85,51983132,66598616,282,50764.78,65037.71
1760617802,86,52303616,67122904,283,51077.75,65549.71
1760617802,86,52627352,67909336,281,51393.90,66317.71
1760617803,87,52946232,68171480,282,51705.30,66573.71
1760617803,87,53286900,68957912,279,52037.99,67341.71
1760617804,88,53605288,68957912,280,52348.91,67341.71
1760617805,89,53921972,69220056,278,52658.18,67597.71
1760617805,89,54236256,69220056,276,52965.09,67597.71
1760617806,90,54530364,69220192,276,53252.31,67597.84
1760617806,90,54540344,69220348,274,53262.05,67598.00
1760617807,91,54543460,69220348,275,53265.10,67598.00
1760617807,91,54545636,69220348,273,53267.22,67598.00
1760617808,92,54547716,69220348,273,53269.25,67598.00
1760617808,92,54549512,69220348,271,53271.01,67598.00
1760617809,93,54550132,69220348,272,53271.61,67598.00
1760617810,94,54551952,69220348,270,53273.39,67598.00
1760617810,94,54552752,69220348,268,53274.17,67598.00
1760617811,95,54554792,69220348,268,53276.16,67598.00
1760617811,95,54556284,69220348,266,53277.62,67598.00
1760617812,96,54559576,69220348,267,53280.84,67598.00
1760617812,96,54561516,69220348,265,53282.73,67598.00
1760617813,97,54561628,69220348,262,53282.84,67598.00
1760617814,98,54561756,69220348,260,53282.96,67598.00
1760617815,99,54562136,69220348,260,53283.34,67598.00
1760617815,99,54562136,69220348,257,53283.34,67598.00
1760617816,100,54562156,69220348,255,53283.36,67598.00
1760617817,101,54562056,69220348,255,53283.26,67598.00
1760617817,101,54562120,69220348,253,53283.32,67598.00
1760617818,102,54564460,69220348,253,53285.61,67598.00
1760617818,102,54567432,69220348,252,53288.51,67598.00
1760617819,103,54569392,69220348,253,53290.42,67598.00
1760617819,103,54570456,69220348,251,53291.46,67598.00
1760617820,104,54573180,69220348,252,53294.12,67598.00
1760617820,104,54573776,69220348,250,53294.70,67598.00
1760617821,105,54576100,69220480,248,53296.97,67598.12
1760617822,106,54577200,69220480,249,53298.05,67598.12
1760617822,106,54579400,69220480,247,53300.20,67598.12
1760617823,107,54580216,69220480,248,53300.99,67598.12
1760617823,107,54582768,69220480,247,53303.48,67598.12
1760617824,108,54583760,69220480,247,53304.45,67598.12
1760617824,108,54585184,69220480,246,53305.84,67598.12
1760617825,109,54586544,69220480,246,53307.17,67598.12
1760617825,109,54587808,69220768,245,53308.41,67598.41
1760617826,110,54590336,69220768,243,53310.88,67598.41
1760617827,111,54598688,69220768,244,53319.03,67598.41
1760617827,111,54601936,69220768,242,53322.20,67598.41
1760617828,112,54607348,69220768,243,53327.49,67598.41
1760617828,112,54614812,69220768,241,53334.78,67598.41
1760617829,113,53880736,68671904,242,52617.91,67062.41
1760617829,113,53680996,68672520,240,52422.85,67063.01
1760617830,114,53170996,68672520,240,51924.80,67063.01
1760617830,114,50403588,68672520,239,49222.25,67063.01
1760617831,115,46775552,68672520,237,45679.25,67063.01
1760617832,116,42817400,68672520,238,41813.87,67063.01
1760617832,116,37410048,68667944,236,36533.25,67058.54
1760617833,117,28047908,68667944,237,27390.54,67058.54
1760617833,117,19007204,68667944,235,18561.72,67058.54
1760617834,118,9948036,68667944,236,9714.88,67058.54
1760617834,118,1433040,68667944,234,1399.45,67058.54
